namespace,name,bits,p,a,b,n,h,gx,gy
other,BADA55-VR-384,384,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffeffffffff0000000000000000ffffffff,-0x3,0xbada55ec3be2ad1f9eeea5881ecf95bbf3ac392526f01d4cd13e684c63a17cc4d5f271642ad83899113817a61006413d,0xfffffffffffffffffffffffffffffffffffffffffffffffeefe1169b82ff7e5032c683f766fae57359cfc5fc25ffce37,0x1,,
other,Curve1174,251,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff7,0x486be25b34c8080922b969257eeb54c404f914a29067a5560bb9aee0bc67a6d,0xe347a25bf875dd2f1f12d8a10334d417cc15e77893a99f4bf278ca563072e6,0x1fffffffffffffffffffffffffffffff77965c4dfd307348944d45fd166c971,0x4,0x3be821d63d2cd5afe0504f452e5cf47a60a10446928ceaecfd5294f89b45051,0x66fe4e7b8b6fe152f743393029a61bfb839747c8fb00f7b27a6841c07532a0
other,Curve22103,221,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffd,0x155555555555555555555555555555555555555555555552174084ff,0x1425ed097b425ed097b425ed097b425ed097b425ed0bba9428427967,0x3fffffffffffffffffffffffffff5cd04695a145c3067cf4aae2025,0x8,0xcb476fe081b61f56a60b1d1b34fb7207d072ef25dadf377731049b0,0x36429404d97e1e217bad2e5601f6551f95d8fe9481bd454d1f3e7b6
other,Curve4417,226,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffb,0x4648d10b419379d50f4ba01869d9ae363285e01fe66920878ee075b0,0x4c4dcedfac09383a0311b98ee9637415b9134b4115fdb760c1a3d419,0xfffffffffffffffffffffffffffffc4a75594d4923fc93d42713cdaf,0x4,0xff9d7edd97d523012ffaaca32b7c90f1a8e026f21972c789a8484a2b,0x3e9036adc1a41fce2f2ca08e2d1be4f6d97e30ca7761db1f3e2f2ce96
other,Curve67254,382,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff97,0x2e32419a32377af8e7f03148a106d112c8c2e26d31a89f46b743deed322c7adc3024afe4b5afd8db7180281586549f4a,0x22f6ef3be72a67fdc236d7173727cd2af6d02a195753c44bdf451369b02ea0f963d9a775cae6dc3ae9ccabb7f183c1ad,0xfffffffffffffffffffffffffffffffffffffffffffffffd5fb21f21e95eee17c5e69281b102d2773e27e13fd3c9719,0x4,0x141946416199fdda96ec1f1ac80058aa3f0ce96b1bcd023e97bae542fe3404b4738db9b81a13698339387672eca360c0,0xd51bf79d968f4a076022e750f821058e2b5073697b639edd355ebf8ad32352b1efa9478de7eb5662ef0d26ef6eea795
other,Fp224BN,224,0xfffffffffff107288ec29e602c4520db42180823bb907d1287127833,0x0,0x3,0xfffffffffff107288ec29e602c4420db4218082b36c2accff76c58ed,0x1,0x1,0x2
other,Fp254BNa,254,0x2370fb049d410fbe4e761a9886e502417d023f40180000017e80600000000001,0x0,0x5,0x2370fb049d410fbe4e761a9886e502411dc1af70120000017e80600000000001,0x1,0x1,0xd45589b158faaf6ab0e4ad38d998e9982e7ff63964ee1460342a592677cccb0
other,Fp254BNb,254,0x2523648240000001ba344d80000000086121000000000013a700000000000013,0x0,0x2,0x2523648240000001ba344d8000000007ff9f800000000010a10000000000000d,0x1,0x2523648240000001ba344d80000000086121000000000013a700000000000012,0x1
other,Fp256BN,256,0xfffffffffffcf0cd46e5f25eee71a49f0cdc65fb12980a82d3292ddbaed33013,0x0,0x3,0xfffffffffffcf0cd46e5f25eee71a49e0cdc65fb1299921af62d536cd10b500d,0x1,0x1,0x2
other,Fp384BN,384,0xfffffffffffffffffff2a96823d5920d2a127e3f6fbca024c8fbe29531892c79534f9d306328261550a7cabd7cccd10b,0x0,0x3,0xfffffffffffffffffff2a96823d5920d2a127e3f6fbca023c8fbe29531892c795356487d8ac63e4f4db17384341a5775,0x1,0x1,0x2
other,Fp512BN,512,0xfffffffffffffffffffffffffff9ec7f01c60ba1d8cb5307c0bbe3c111b0ef455146cf1eacbe98b8e48c65deab236fe1916a55ce5f4c6467b4eb280922adef33,0x0,0x3,0xfffffffffffffffffffffffffff9ec7f01c60ba1d8cb5307c0bbe3c111b0ef445146cf1eacbe98b8e48c65deab2679a34a10313e04f9a2b406a64a5f519a09ed,0x1,0x1,0x2
other,Pallas,255,0x40000000000000000000000000000000224698fc094cf91b992d30ed00000001,0x0,0x5,0x40000000000000000000000000000000224698fc0994a8dd8c46eb2100000001,0x1,0x40000000000000000000000000000000224698fc094cf91b992d30ed00000000,0x2
other,Tom-256,256,0xffffffff0000000100000000000000017e72b42b30e7317793135661b1c4b117,-0x3,0xb441071b12f4a0366fb552f8e21ed4ac36b06aceeb354224863e60f20219fc56,0xffffffff00000001000000000000000000000000ffffffffffffffffffffffff,0x1,0x3,0x5a6dd32df58708e64e97345cbe66600decd9d538a351bb3c30b4954925b1f02d
other,Tom-384,384,0xfffffffffffffffffffffffffffffffffffffffffffffffeaf5f689f8669fb41b08d5f5edffd26599c434bbd978917c5,0x821dfdc940e7f074ac481f8b2870c48962cce56abd72dfc42813a944cea15df78dc0a2d97fbf031ed26c9076826940ba,0x9b5b584b655fdcb087d37f8c4fee893c0499223db5e004c674ea0dee48a4ec0c9e9f684099f2a51c62a2cce400cb1e4b,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffeffffffff0000000000000000ffffffff,0x1,,
other,Tom-521,521,0x200000000000000000000000000000000000000000000000000000000000000002c54be78524c33584f734a266748b2063accf5028e6778dc5056476d0690853249,0xef6432c21701cc48c63fb9263e14ba76d4a94ba14d173b134e3032b0e2e543180eb6725125992a7d00162a5f57d21918b0766364eeb53c53bb12f405dac1d527e2,0x3cbc65d1e0245d79703b18e9aaea1ac6d67f87a2cd4bd84b9e6df6a45a979c481825ca5a857270fc890352f9fac7fd6020deaabb28d099718f0f77a4eec222871d,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x1,,
other,Tweedledee,255,0x40000000000000000000000000000000038aa127696286c9842cafd400000001,0x0,0x5,0x40000000000000000000000000000000038aa1276c3f59b9a14064e200000001,0x1,0x40000000000000000000000000000000038aa127696286c9842cafd400000000,0x2
other,Tweedledum,255,0x40000000000000000000000000000000038aa1276c3f59b9a14064e200000001,0x0,0x5,0x40000000000000000000000000000000038aa127696286c9842cafd400000001,0x1,0x40000000000000000000000000000000038aa1276c3f59b9a14064e200000000,0x2
other,Vesta,255,0x40000000000000000000000000000000224698fc0994a8dd8c46eb2100000001,0x0,0x5,0x40000000000000000000000000000000224698fc094cf91b992d30ed00000001,0x1,0x40000000000000000000000000000000224698fc0994a8dd8c46eb2100000000,0x2
other,ssc-160,160,0xc90fdaa22168c234c4c6628b80dc1cd129024e1f,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c841,0xc90fdaa22168c234c4c5d89f4f2dd72349ee61f7,0x1,,
other,ssc-192,192,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cd13,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d36a6,0xc90fdaa22168c234c4c6628c5dca19490dd3e6fd7979a7a3,0x1,,
other,ssc-224,224,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbedf,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13a03,0xc90fdaa22168c234c4c6628b80dd2439be5b2b827a9ffbea7240e5cd,0x1,,
other,ssc-256,256,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139c0b,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13641146434e1,0xc90fdaa22168c234c4c6628b80dc1cd0fbec42e940b37a88d9caeca198a64437,0x1,,
other,ssc-288,288,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a098b,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13641146433fbcc939f36,0xc90fdaa22168c234c4c6628b80dc1cd12903ba214366757b7a5240b2a637e2065a850855,0x1,,
other,ssc-320,320,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a08798e3408b3,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13641146433fbcc939dce249b40a4,0xc90fdaa22168c234c4c6628b80dc1cd129024e09489bd44fda941042cccc7286009777663bb29671,0x1,,
other,ssc-384,384,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a08798e3404ddef9519b3cd3a437b,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13641146433fbcc939dce249b3ef97d2fe363630c7791,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc73b7669162524b60c73ee73e6dfe7059f510370fe7870d8599,0x1,,
other,ssc-512,512,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a08798e3404ddef9519b3cd3a431b302b0a6df25f14374fe1356d6d51c5ef,-0x3,0xadf85458a2bb4a9aafdc5620273d3cf1d8b9c583ce2d3695a9e13641146433fbcc939dce249b3ef97d2fe363630c75d8f681b202aec4617ad3df1ed5d5fd6a8d,0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b235a2359c4afbc9eb7987f1c9ab37e42599188c4b7dc6269b830d80897f57a5f71,0x1,,
